image,score
roll1-2.jpg,1.0
roll2-1.jpg,0.020610487868510306
roll3-1.jpg,0.004475774868524113
roll4-1.jpg,0.005137614678899082
roll5-1.jpg,0.006994852844133562
roll5-2.jpg,0.7459972725895248
roll6-1.jpg,0.005287324335605955
roll7-1.jpg,0.006912096168294515
roll8-1.jpg,0.002871729419272495
roll9-1.jpg,0.029609690444145357
roll10-1.jpg,0.05378973105134474
roll11-1.jpg,0.02099125364431487
roll12-1.jpg,0.22906155398587286
roll13-1.jpg,0.029768467475192944
roll14-1.jpg,0.027559055118110236
roll15-1.jpg,0.05389755011135858
roll15-2.jpg,0.9835813442524718
roll16-1.jpg,0.09605488850771869
roll17-1.jpg,0.05942995755003032
roll17-2.jpg,0.7556741703411465
roll17-3.jpg,0.735176842214282
roll18-1.jpg,0.0029696578437701745
roll19-1.jpg,0.005781442517296938
roll20-1.jpg,0.02233440416093009
roll20-2.jpg,0.9242475481907338
roll21-1.jpg,0.059063136456211814
roll22-1.jpg,0.04896907216494845
roll23-1.jpg,0.06892826274848747
roll24-1.jpg,0.0058562555456965395
roll25-1.jpg,0.002972027972027972
roll26-1.jpg,0.002363833349748843
roll27-1.jpg,0.05100671140939597
roll27-2.jpg,0.8506893517160458
roll28-1.jpg,0.04969325153374233
roll29-1.jpg,0.009002057613168725
roll30-1.jpg,0.018904823989569754
roll31-1.jpg,0.08644067796610169
roll32-1.jpg,0.12319277108433735
roll33-1.jpg,0.250936329588015
roll33-2.jpg,0.7234269614957739
roll34-1.jpg,0.004124711876743904
roll35-1.jpg,0.022634676324128564
roll35-2.jpg,0.6976415094339623
roll36-1.jpg,0.005016460260228876
roll36-2.jpg,0.7503422691339486
roll36-3.jpg,0.7404540540540541
roll37-1.jpg,0.0013341543513957308
roll38-1.jpg,0.01451831750339213
roll39-1.jpg,0.0015594136604636657
roll40-1.jpg,0.0075692659240217085
roll41-1.jpg,0.005754843660080567
roll42-1.jpg,0.0473186119873817
roll43-1.jpg,0.10521662245800177
roll44-1.jpg,0.029471960704052395
roll45-1.jpg,0.007952286282306162
roll46-1.jpg,0.004236006051437216
roll47-1.jpg,0.046442687747035576
roll48-1.jpg,0.00553286786984587
roll48-2.jpg,0.825141891075957
roll48-3.jpg,0.9811887291455388
roll49-1.jpg,0.00754992693619094
roll49-2.jpg,0.7508667455235143
roll50-1.jpg,0.002308678922616503
roll50-2.jpg,0.8159160696008189
roll51-1.jpg,0.009130931028860265
roll52-1.jpg,0.06757030143637467
roll52-2.jpg,0.7731374491031143
roll53-1.jpg,0.04928664072632944
roll53-2.jpg,0.7518234072356663
roll53-3.jpg,0.7619483082254416
roll53-4.jpg,0.7350214546802988
roll54-1.jpg,0.03104625892579944
roll55-1.jpg,0.010436432637571158
roll56-1.jpg,0.1978277734678045
roll56-2.jpg,0.8989696834926988
roll56-3.jpg,0.9845570067066713
roll56-4.jpg,0.9792112086612382
roll57-1.jpg,0.03940886699507389
roll58-1.jpg,0.09936575052854123
roll59-1.jpg,0.025684931506849314
roll59-2.jpg,0.996244131455399
roll60-1.jpg,0.016739446870451237
roll61-1.jpg,0.022
roll62-1.jpg,0.029564157269125268
roll63-1.jpg,0.10718789407313997
roll64-1.jpg,0.014909478168264111
roll65-1.jpg,0.0335678143897322
roll66-1.jpg,0.04170528266913809
roll67-1.jpg,0.0024150943396226416
roll68-1.jpg,0.30557620817843867
roll69-1.jpg,0.11911357340720222
roll70-1.jpg,0.0542817033224146
roll71-1.jpg,0.013902297740876618
roll72-1.jpg,0.0429042904290429
roll73-1.jpg,0.03727369542066028
roll74-1.jpg,0.02198581560283688
roll75-1.jpg,0.07063882063882064
roll76-1.jpg,0.13644214162348878
roll77-1.jpg,0.01425438596491228
roll77-2.jpg,0.9715304057027193
roll78-1.jpg,0.04041720990873533
roll78-2.jpg,0.7629341665455602
roll78-3.jpg,0.8011095990788234
roll78-4.jpg,0.8032368808239333
roll79-1.jpg,0.07978363759296822
roll80-1.jpg,0.3688760806916426
roll81-1.jpg,0.4547450185748058
roll82-1.jpg,0.038159187684245005
roll83-1.jpg,0.007751937984496124
roll84-1.jpg,0.008095854922279792
roll84-2.jpg,0.7956821939122825
roll85-1.jpg,0.005939902166317261
roll86-1.jpg,0.004383561643835616
roll87-1.jpg,0.018676627534685165
roll88-1.jpg,0.0718954248366013
roll88-2.jpg,0.9523766300565792
roll89-1.jpg,0.05908683974932856
roll90-1.jpg,0.02598808879263671
roll90-2.jpg,0.7153071784739863
roll90-3.jpg,1.0
roll90-4.jpg,0.7271155508596676
roll91-1.jpg,0.119281045751634
roll92-1.jpg,0.009830205540661306
roll92-2.jpg,0.789469250210615
roll93-1.jpg,0.01142712036566785
roll94-1.jpg,0.00945038547624969
roll95-1.jpg,0.002731773945705993
roll96-1.jpg,0.003800217155266015
roll97-1.jpg,0.009450171821305841
roll97-2.jpg,0.8881517647497298
roll98-1.jpg,0.06843853820598006
roll99-1.jpg,0.02247191011235955
roll100-1.jpg,0.019417475728155338
roll101-1.jpg,0.013744273219491879
