image,score
roll1-2.jpg,1.0
roll2-1.jpg,0.03821656050955414
roll3-1.jpg,0.04142011834319527
roll4-1.jpg,0.04142011834319527
roll5-1.jpg,0.03932584269662921
roll5-2.jpg,0.6138996138996139
roll6-1.jpg,0.04285714285714286
roll7-1.jpg,0.04419889502762431
roll8-1.jpg,0.043795620437956206
roll9-1.jpg,0.050359712230215826
roll10-1.jpg,0.03731343283582089
roll11-1.jpg,0.03875968992248062
roll12-1.jpg,0.03821656050955414
roll13-1.jpg,0.03546099290780142
roll14-1.jpg,0.037037037037037035
roll15-1.jpg,0.04918032786885246
roll15-2.jpg,0.8909574468085106
roll16-1.jpg,0.057692307692307696
roll17-1.jpg,0.05982905982905983
roll17-2.jpg,0.7054545454545454
roll17-3.jpg,0.7954545454545454
roll18-1.jpg,0.04938271604938271
roll19-1.jpg,0.04225352112676056
roll20-1.jpg,0.05625
roll20-2.jpg,0.7986348122866894
roll21-1.jpg,0.0440251572327044
roll22-1.jpg,0.051470588235294115
roll23-1.jpg,0.03787878787878788
roll24-1.jpg,0.047619047619047616
roll25-1.jpg,0.048
roll26-1.jpg,0.05142857142857143
roll27-1.jpg,0.056074766355140186
roll27-2.jpg,0.5654008438818565
roll28-1.jpg,0.03787878787878788
roll29-1.jpg,0.04430379746835443
roll30-1.jpg,0.04225352112676056
roll31-1.jpg,0.047244094488188976
roll32-1.jpg,0.050505050505050504
roll33-1.jpg,0.06542056074766354
roll33-2.jpg,0.6131687242798354
roll34-1.jpg,0.0392156862745098
roll35-1.jpg,0.03546099290780142
roll35-2.jpg,0.4782608695652174
roll36-1.jpg,0.030864197530864196
roll36-2.jpg,0.5462184873949579
roll36-3.jpg,0.5172413793103449
roll37-1.jpg,0.04081632653061224
roll38-1.jpg,0.05389221556886228
roll39-1.jpg,0.03468208092485549
roll40-1.jpg,0.03488372093023256
roll41-1.jpg,0.04487179487179487
roll42-1.jpg,0.04807692307692308
roll43-1.jpg,0.045871559633027525
roll44-1.jpg,0.044585987261146494
roll45-1.jpg,0.04964539007092199
roll46-1.jpg,0.05223880597014925
roll47-1.jpg,0.05511811023622047
roll48-1.jpg,0.040268456375838924
roll48-2.jpg,0.6933797909407665
roll48-3.jpg,0.9978308026030369
roll49-1.jpg,0.04516129032258064
roll49-2.jpg,0.6379310344827587
roll50-1.jpg,0.05263157894736842
roll50-2.jpg,0.7445255474452555
roll51-1.jpg,0.062111801242236024
roll52-1.jpg,0.04929577464788732
roll52-2.jpg,0.7027972027972028
roll53-1.jpg,0.04580152671755725
roll53-2.jpg,0.5780590717299579
roll53-3.jpg,0.5798319327731093
roll53-4.jpg,0.610236220472441
roll54-1.jpg,0.041666666666666664
roll55-1.jpg,0.05813953488372093
roll56-1.jpg,0.05737704918032787
roll56-2.jpg,0.7814814814814814
roll56-3.jpg,1.0
roll56-4.jpg,1.0
roll57-1.jpg,0.05825242718446602
roll58-1.jpg,0.051470588235294115
roll59-1.jpg,0.04294478527607362
roll59-2.jpg,1.0
roll60-1.jpg,0.0392156862745098
roll61-1.jpg,0.056074766355140186
roll62-1.jpg,0.04411764705882353
roll63-1.jpg,0.0390625
roll64-1.jpg,0.03597122302158273
roll65-1.jpg,0.05405405405405406
roll66-1.jpg,0.05555555555555555
roll67-1.jpg,0.04225352112676056
roll68-1.jpg,0.0821917808219178
roll69-1.jpg,0.06451612903225806
roll70-1.jpg,0.06153846153846154
roll71-1.jpg,0.04477611940298507
roll72-1.jpg,0.04838709677419355
roll73-1.jpg,0.04132231404958678
roll74-1.jpg,0.03773584905660377
roll75-1.jpg,0.04411764705882353
roll76-1.jpg,0.06666666666666667
roll77-1.jpg,0.05442176870748299
roll77-2.jpg,1.0
roll78-1.jpg,0.03597122302158273
roll78-2.jpg,0.611764705882353
roll78-3.jpg,0.6213991769547325
roll78-4.jpg,0.6023622047244095
roll79-1.jpg,0.04
roll80-1.jpg,0.05982905982905983
roll81-1.jpg,0.14563106796116504
roll82-1.jpg,0.047619047619047616
roll83-1.jpg,0.036585365853658534
roll84-1.jpg,0.044444444444444446
roll84-2.jpg,0.63003663003663
roll85-1.jpg,0.04411764705882353
roll86-1.jpg,0.044444444444444446
roll87-1.jpg,0.05785123966942149
roll88-1.jpg,0.03571428571428571
roll88-2.jpg,0.5991379310344828
roll89-1.jpg,0.05343511450381679
roll90-1.jpg,0.056
roll90-2.jpg,0.5144230769230769
roll90-3.jpg,1.0
roll90-4.jpg,0.5024630541871922
roll91-1.jpg,0.05
roll92-1.jpg,0.04411764705882353
roll92-2.jpg,0.6893939393939394
roll93-1.jpg,0.04225352112676056
roll94-1.jpg,0.046511627906976744
roll95-1.jpg,0.031578947368421054
roll96-1.jpg,0.05982905982905983
roll97-1.jpg,0.04054054054054054
roll97-2.jpg,0.7881040892193308
roll98-1.jpg,0.045454545454545456
roll99-1.jpg,0.04316546762589928
roll100-1.jpg,0.05825242718446602
roll101-1.jpg,0.039473684210526314
